index,cultivable,predicted_class,conf
19938,1,cultivable,0.773
11192,1,cultivable,0.986
5895,0,non-cultivable,0.729
9370,0,non-cultivable,0.881
3086,1,cultivable,0.961
18699,0,non-cultivable,1.000
15781,1,cultivable,0.995
24183,1,cultivable,0.806
14260,1,cultivable,0.961
4209,1,cultivable,0.997
1697,1,cultivable,0.960
630,1,cultivable,0.962
18447,0,non-cultivable,0.529
9795,1,cultivable,0.961
17388,0,non-cultivable,0.957
18280,0,non-cultivable,1.000
1238,1,cultivable,0.957
11095,0,non-cultivable,0.947
14166,1,cultivable,0.871
24419,1,cultivable,0.923
23578,0,non-cultivable,0.727
19426,0,non-cultivable,1.000
3362,1,cultivable,0.928
7419,0,non-cultivable,0.971
23860,1,cultivable,0.626
6062,1,cultivable,0.895
12928,1,cultivable,0.996
5406,1,cultivable,0.857
17878,0,non-cultivable,0.999
3360,0,non-cultivable,0.624
464,1,cultivable,0.995
2790,0,non-cultivable,0.503
16673,0,non-cultivable,0.801
15092,0,non-cultivable,0.999
14977,0,non-cultivable,1.000
2206,1,cultivable,0.898
25210,1,cultivable,1.000
4189,0,non-cultivable,0.999
25910,1,cultivable,1.000
14169,0,non-cultivable,0.908
15165,1,cultivable,0.748
18034,0,non-cultivable,1.000
30,0,non-cultivable,0.654
19598,0,non-cultivable,1.000
1365,1,cultivable,0.608
53,1,cultivable,0.747
3379,0,non-cultivable,0.658
10758,0,non-cultivable,1.000
5129,0,non-cultivable,0.961
14774,0,non-cultivable,1.000
18482,1,cultivable,0.536
23744,1,cultivable,0.816
17356,1,cultivable,0.842
1364,1,cultivable,0.506
21831,0,non-cultivable,0.741
23634,1,cultivable,0.826
23294,1,cultivable,0.865
24084,0,non-cultivable,1.000
7207,0,non-cultivable,1.000
13898,1,cultivable,0.814
4733,0,non-cultivable,0.898
15583,0,non-cultivable,1.000
339,1,cultivable,0.924
4057,1,cultivable,0.816
26367,1,cultivable,1.000
15155,1,cultivable,0.583
3606,1,cultivable,0.991
2352,0,non-cultivable,0.999
22933,0,non-cultivable,0.626
1610,1,cultivable,0.997
9119,1,cultivable,0.933
20415,0,non-cultivable,0.529
14204,1,cultivable,0.976
25788,1,cultivable,0.994
7048,1,cultivable,0.610
17987,0,non-cultivable,0.952
436,1,cultivable,0.657
14960,1,cultivable,0.971
12538,1,cultivable,0.992
22947,0,non-cultivable,0.660
14899,0,non-cultivable,0.994
14113,0,non-cultivable,1.000
6652,1,cultivable,0.989
843,0,non-cultivable,0.924
21825,1,cultivable,0.813
13640,0,non-cultivable,1.000
14288,1,cultivable,0.955
13565,0,non-cultivable,0.985
14958,1,cultivable,0.698
18483,1,cultivable,0.908
16078,0,non-cultivable,0.688
19057,0,non-cultivable,1.000
15314,0,non-cultivable,1.000
19231,0,non-cultivable,1.000
9313,1,cultivable,0.961
26504,0,non-cultivable,0.975
1427,0,non-cultivable,0.805
25405,0,non-cultivable,0.668
9648,1,cultivable,0.885
23277,0,non-cultivable,0.575
212,1,cultivable,0.989
2824,0,non-cultivable,0.945
12079,0,non-cultivable,1.000
6046,1,cultivable,0.752
19626,0,non-cultivable,1.000
3414,1,cultivable,0.910
16669,0,non-cultivable,1.000
4260,0,non-cultivable,1.000
24597,1,cultivable,1.000
23182,0,non-cultivable,1.000
16767,0,non-cultivable,1.000
8631,1,cultivable,0.823
5822,0,non-cultivable,0.985
17454,0,non-cultivable,1.000
21442,0,non-cultivable,0.998
26419,0,non-cultivable,0.804
18065,0,non-cultivable,0.992
2417,1,cultivable,0.752
6636,1,cultivable,0.911
25522,1,cultivable,0.891
8619,0,non-cultivable,0.607
62,1,cultivable,0.999
8891,1,cultivable,0.920
16506,0,non-cultivable,1.000
26746,1,cultivable,0.797
24043,0,non-cultivable,0.667
4583,0,non-cultivable,0.962
23639,1,cultivable,0.580
24122,0,non-cultivable,0.812
12351,0,non-cultivable,0.999
18773,1,cultivable,0.867
17578,1,cultivable,0.992
4835,1,cultivable,0.695
21624,0,non-cultivable,1.000
6329,0,non-cultivable,0.894
24529,1,cultivable,0.956
1454,1,cultivable,0.768
15719,1,cultivable,0.934
2959,0,non-cultivable,0.714
19287,1,cultivable,0.950
23165,1,cultivable,0.978
7627,0,non-cultivable,1.000
2499,1,cultivable,0.903
6640,1,cultivable,0.954
23923,1,cultivable,0.517
829,1,cultivable,0.578
9719,0,non-cultivable,0.821
23774,0,non-cultivable,0.999
24844,1,cultivable,1.000
1282,1,cultivable,0.990
7845,0,non-cultivable,1.000
15052,0,non-cultivable,0.969
18514,0,non-cultivable,1.000
1452,1,cultivable,0.812
6442,0,non-cultivable,0.619
9526,0,non-cultivable,0.892
3551,1,cultivable,0.919
2029,1,cultivable,0.776
1866,0,non-cultivable,0.537
15632,0,non-cultivable,1.000
3028,1,cultivable,0.919
12532,0,non-cultivable,1.000
16539,0,non-cultivable,0.960
23911,1,cultivable,0.895
16619,1,cultivable,0.643
2857,1,cultivable,0.639
16802,1,cultivable,0.992
15621,0,non-cultivable,1.000
26447,1,cultivable,1.000
26133,1,cultivable,0.887
21961,0,non-cultivable,0.533
8515,0,non-cultivable,0.994
8892,1,cultivable,0.958
9108,1,cultivable,0.913
18084,0,non-cultivable,1.000
4067,1,cultivable,0.995
23827,1,cultivable,0.978
15701,0,non-cultivable,1.000
8791,1,cultivable,0.519
644,1,cultivable,0.760
8582,1,cultivable,0.592
17543,1,cultivable,0.990
2130,0,non-cultivable,0.737
14440,1,cultivable,1.000
25113,1,cultivable,0.751
9761,1,cultivable,0.600
22063,0,non-cultivable,1.000
11152,1,cultivable,0.819
12074,0,non-cultivable,0.976
16618,0,non-cultivable,0.837
22944,1,cultivable,0.757
4926,0,non-cultivable,0.763
14039,0,non-cultivable,1.000
17302,1,cultivable,0.598
15819,0,non-cultivable,0.854
6341,1,cultivable,0.630
12645,0,non-cultivable,0.998
19956,0,non-cultivable,0.968
4614,0,non-cultivable,0.959
15110,0,non-cultivable,1.000
17156,1,cultivable,0.630
5714,1,cultivable,0.712
7748,1,cultivable,0.839
25086,1,cultivable,1.000
16257,1,cultivable,0.829
17086,0,non-cultivable,0.884
25354,0,non-cultivable,0.712
16292,1,cultivable,0.685
16622,0,non-cultivable,0.653
9969,0,non-cultivable,0.896
21684,0,non-cultivable,0.954
18429,0,non-cultivable,0.903
24237,0,non-cultivable,0.688
3314,1,cultivable,0.992
7097,1,cultivable,0.990
2120,0,non-cultivable,0.629
621,1,cultivable,0.996
12844,0,non-cultivable,1.000
4454,1,cultivable,0.510
11602,0,non-cultivable,1.000
2359,0,non-cultivable,0.948
21780,0,non-cultivable,0.602
1473,0,non-cultivable,1.000
12536,1,cultivable,0.955
11319,1,cultivable,0.985
10691,0,non-cultivable,0.547
13585,0,non-cultivable,1.000
25976,1,cultivable,1.000
20249,0,non-cultivable,0.569
23919,1,cultivable,0.719
26464,1,cultivable,1.000
23060,0,non-cultivable,0.893
20099,0,non-cultivable,0.870
18211,0,non-cultivable,1.000
17043,0,non-cultivable,0.797
14290,0,non-cultivable,0.993
742,0,non-cultivable,0.779
1577,1,cultivable,0.995
16177,1,cultivable,0.912
10428,0,non-cultivable,0.933
22704,1,cultivable,0.507
2832,1,cultivable,0.868
15784,0,non-cultivable,0.798
17473,0,non-cultivable,0.832
4094,0,non-cultivable,0.932
17849,0,non-cultivable,1.000
2764,1,cultivable,0.818
23004,1,cultivable,0.903
6366,0,non-cultivable,0.991
23614,1,cultivable,0.921
14333,0,non-cultivable,0.702
7132,0,non-cultivable,1.000
3234,0,non-cultivable,0.971
18475,1,cultivable,0.853
20801,1,cultivable,0.906
7290,1,cultivable,0.758
9220,0,non-cultivable,1.000
6160,0,non-cultivable,0.599
26196,0,non-cultivable,0.735
20934,1,cultivable,0.983
22666,1,cultivable,0.649
16918,1,cultivable,0.709
21231,0,non-cultivable,1.000
5348,0,non-cultivable,0.997
26606,1,cultivable,1.000
7538,1,cultivable,0.830
14241,0,non-cultivable,0.947
2431,0,non-cultivable,0.858
22483,0,non-cultivable,0.816
5363,1,cultivable,0.981
5097,0,non-cultivable,0.900
12167,1,cultivable,0.964
17264,0,non-cultivable,0.997
19427,0,non-cultivable,1.000
4754,0,non-cultivable,1.000
18956,1,cultivable,0.700
3436,0,non-cultivable,0.965
9647,0,non-cultivable,0.612
7962,1,cultivable,0.909
26697,1,cultivable,1.000
22850,1,cultivable,0.973
1914,0,non-cultivable,0.770
16916,0,non-cultivable,0.690
267,1,cultivable,0.994
5877,0,non-cultivable,1.000
714,1,cultivable,0.922
16751,1,cultivable,0.579
26612,1,cultivable,1.000
23861,0,non-cultivable,0.995
22660,0,non-cultivable,0.957
14326,0,non-cultivable,1.000
9064,0,non-cultivable,0.822
18631,0,non-cultivable,0.997
852,1,cultivable,0.908
13744,0,non-cultivable,0.583
12531,1,cultivable,0.913
14608,0,non-cultivable,1.000
23579,0,non-cultivable,0.557
13837,0,non-cultivable,1.000
23384,1,cultivable,0.518
18953,0,non-cultivable,0.508
9172,0,non-cultivable,0.504
13396,1,cultivable,0.896
15156,0,non-cultivable,0.998
9757,1,cultivable,0.824
5403,1,cultivable,0.711
20486,0,non-cultivable,0.999
26521,1,cultivable,1.000
17568,0,non-cultivable,0.588
10364,0,non-cultivable,0.817
5550,1,cultivable,0.610
22888,1,cultivable,0.996
11153,1,cultivable,0.668
21879,0,non-cultivable,1.000
10405,0,non-cultivable,0.999
19797,0,non-cultivable,1.000
11980,1,cultivable,0.818
5939,0,non-cultivable,0.967
7444,0,non-cultivable,0.988
2924,1,cultivable,0.918
12520,0,non-cultivable,0.944
6820,0,non-cultivable,0.988
25245,1,cultivable,1.000
8495,1,cultivable,0.853
8455,1,cultivable,0.971
13058,0,non-cultivable,1.000
3356,1,cultivable,0.981
13586,0,non-cultivable,1.000
15829,0,non-cultivable,1.000
16083,0,non-cultivable,1.000
16508,0,non-cultivable,0.888
3893,0,non-cultivable,1.000
3156,1,cultivable,0.517
14109,0,non-cultivable,1.000
15144,0,non-cultivable,0.956
2690,0,non-cultivable,0.999
25244,1,cultivable,1.000
21883,1,cultivable,0.527
20878,0,non-cultivable,0.997
18116,0,non-cultivable,0.922
25345,0,non-cultivable,0.653
4250,0,non-cultivable,1.000
19535,1,cultivable,0.951
10459,1,cultivable,0.915
14957,0,non-cultivable,1.000
8790,0,non-cultivable,0.845
2002,1,cultivable,0.812
1210,0,non-cultivable,0.981
5442,1,cultivable,0.748
17131,0,non-cultivable,1.000
17370,1,cultivable,0.551
285,1,cultivable,0.707
9148,1,cultivable,0.812
7723,0,non-cultivable,0.872
24134,0,non-cultivable,0.991
21975,0,non-cultivable,0.962
19723,0,non-cultivable,0.804
15383,0,non-cultivable,1.000
20730,0,non-cultivable,0.650
19554,0,non-cultivable,0.981
4277,0,non-cultivable,0.895
5401,1,cultivable,0.691
19561,0,non-cultivable,0.959
939,0,non-cultivable,0.692
11976,0,non-cultivable,0.959
17442,0,non-cultivable,1.000
3099,0,non-cultivable,0.685
1771,1,cultivable,0.995
6059,1,cultivable,0.980
892,1,cultivable,0.503
9343,1,cultivable,0.958
15083,0,non-cultivable,1.000
20860,0,non-cultivable,0.970
21368,1,cultivable,0.996
16692,0,non-cultivable,0.968
4343,0,non-cultivable,0.922
728,1,cultivable,0.643
17119,1,cultivable,0.616
5461,0,non-cultivable,0.970
17929,1,cultivable,0.987
26624,0,non-cultivable,0.932
14220,0,non-cultivable,1.000
18990,0,non-cultivable,0.880
25785,1,cultivable,1.000
10697,1,cultivable,0.915
2675,1,cultivable,0.931
3829,0,non-cultivable,0.987
16567,0,non-cultivable,0.990
25355,0,non-cultivable,0.918
13397,1,cultivable,0.998
16891,0,non-cultivable,0.887
23726,1,cultivable,0.602
2516,1,cultivable,0.695
3046,0,non-cultivable,0.999
1265,0,non-cultivable,0.985
12885,0,non-cultivable,0.904
1571,0,non-cultivable,0.644
10587,1,cultivable,0.967
13547,0,non-cultivable,1.000
1779,0,non-cultivable,1.000
9818,0,non-cultivable,1.000
15599,0,non-cultivable,1.000
21984,0,non-cultivable,1.000
5137,0,non-cultivable,0.990
10082,1,cultivable,0.857
18449,0,non-cultivable,0.996
20009,0,non-cultivable,0.983
24497,1,cultivable,0.610
7106,0,non-cultivable,0.739
10084,0,non-cultivable,0.556
4022,0,non-cultivable,1.000
26686,0,non-cultivable,0.992
6071,0,non-cultivable,1.000
26681,1,cultivable,1.000
2238,0,non-cultivable,0.995
8379,1,cultivable,0.764
5339,0,non-cultivable,0.996
23632,1,cultivable,0.861
7245,0,non-cultivable,0.653
21979,1,cultivable,0.911
13905,0,non-cultivable,1.000
19540,0,non-cultivable,0.999
5995,1,cultivable,0.690
20151,0,non-cultivable,1.000
12310,0,non-cultivable,1.000
2371,0,non-cultivable,1.000
17886,0,non-cultivable,0.612
15792,1,cultivable,0.965
23274,1,cultivable,0.831
24997,1,cultivable,1.000
5428,1,cultivable,0.935
4227,0,non-cultivable,0.835
1887,0,non-cultivable,0.744
13777,1,cultivable,0.876
18802,0,non-cultivable,0.980
15508,0,non-cultivable,0.817
26689,0,non-cultivable,0.950
5628,0,non-cultivable,0.910
3134,1,cultivable,0.854
25409,0,non-cultivable,0.971
26167,1,cultivable,0.535
2116,0,non-cultivable,0.977
24693,0,non-cultivable,0.750
23128,0,non-cultivable,0.996
25247,1,cultivable,1.000
13869,0,non-cultivable,1.000
13095,0,non-cultivable,0.999
11545,1,cultivable,0.982
10420,0,non-cultivable,1.000
10700,1,cultivable,0.947
14941,1,cultivable,0.728
2166,1,cultivable,0.887
22041,0,non-cultivable,1.000
544,1,cultivable,0.978
3500,0,non-cultivable,1.000
13851,0,non-cultivable,1.000
20335,0,non-cultivable,1.000
23807,1,cultivable,0.781
7598,0,non-cultivable,0.560
21690,0,non-cultivable,0.969
21483,1,cultivable,0.977
9575,0,non-cultivable,1.000
1168,0,non-cultivable,0.958
22884,1,cultivable,0.994
25212,1,cultivable,1.000
5684,1,cultivable,0.508
19113,1,cultivable,0.827
13090,0,non-cultivable,1.000
17834,0,non-cultivable,1.000
7556,1,cultivable,0.992
15969,0,non-cultivable,0.972
16221,0,non-cultivable,0.582
9470,0,non-cultivable,0.546
16773,0,non-cultivable,1.000
12487,0,non-cultivable,0.518
16217,1,cultivable,0.915
17711,0,non-cultivable,0.997
1122,0,non-cultivable,0.883
26302,1,cultivable,1.000
1627,1,cultivable,0.569
6076,0,non-cultivable,0.999
1180,1,cultivable,0.951
13256,1,cultivable,0.994
22730,1,cultivable,0.988
13006,0,non-cultivable,0.800
4261,0,non-cultivable,1.000
23325,1,cultivable,0.889
6579,0,non-cultivable,1.000
6554,0,non-cultivable,0.999
25629,0,non-cultivable,0.811
23175,1,cultivable,0.692
7536,1,cultivable,0.923
6982,0,non-cultivable,0.999
12641,0,non-cultivable,0.871
11957,1,cultivable,0.762
21849,1,cultivable,0.990
8384,0,non-cultivable,0.998
25124,1,cultivable,1.000
19250,0,non-cultivable,1.000
25718,0,non-cultivable,1.000
23574,1,cultivable,0.537
14823,0,non-cultivable,1.000
17794,0,non-cultivable,0.999
8956,0,non-cultivable,1.000
24159,1,cultivable,0.802
22172,1,cultivable,0.969
22689,0,non-cultivable,0.997
9096,1,cultivable,0.961
9268,0,non-cultivable,0.778
7852,0,non-cultivable,0.981
13550,0,non-cultivable,1.000
12878,0,non-cultivable,1.000
9959,0,non-cultivable,0.944
1,0,non-cultivable,1.000
22266,0,non-cultivable,0.822
4293,1,cultivable,0.631
26389,1,cultivable,1.000
11752,0,non-cultivable,0.992
13630,0,non-cultivable,0.996
997,0,non-cultivable,0.538
4412,0,non-cultivable,1.000
11254,1,cultivable,0.996
5627,1,cultivable,0.697
7806,0,non-cultivable,0.997
7981,1,cultivable,0.988
6730,0,non-cultivable,0.992
21616,0,non-cultivable,1.000
15921,0,non-cultivable,0.999
25964,1,cultivable,0.996
8070,0,non-cultivable,1.000
6451,1,cultivable,0.794
1381,0,non-cultivable,1.000
9192,1,cultivable,0.927
10759,0,non-cultivable,0.999
10105,0,non-cultivable,0.977
14385,0,non-cultivable,0.556
11627,0,non-cultivable,0.996
7191,0,non-cultivable,1.000
22193,0,non-cultivable,0.783
15611,0,non-cultivable,1.000
11160,0,non-cultivable,0.899
2096,0,non-cultivable,0.985
12183,1,cultivable,0.814
10409,0,non-cultivable,0.872
26366,1,cultivable,1.000
429,1,cultivable,1.000
12385,0,non-cultivable,1.000
2894,0,non-cultivable,0.619
20611,0,non-cultivable,0.998
12812,0,non-cultivable,1.000
22889,1,cultivable,0.979
11916,1,cultivable,0.993
20182,0,non-cultivable,0.890
13771,1,cultivable,0.862
19322,0,non-cultivable,0.964
25539,0,non-cultivable,1.000
13660,1,cultivable,0.838
1417,0,non-cultivable,1.000
10104,0,non-cultivable,1.000
13226,1,cultivable,0.951
13637,0,non-cultivable,0.999
11947,1,cultivable,0.998
6563,0,non-cultivable,0.999
10390,1,cultivable,0.501
25432,1,cultivable,1.000
26036,1,cultivable,1.000
19855,0,non-cultivable,1.000
17933,0,non-cultivable,0.930
21741,1,cultivable,0.579
11650,0,non-cultivable,0.627
22057,0,non-cultivable,1.000
3642,0,non-cultivable,0.999
17019,0,non-cultivable,0.614
1844,0,non-cultivable,1.000
1174,0,non-cultivable,1.000
8979,0,non-cultivable,0.917
11147,0,non-cultivable,0.998
17084,0,non-cultivable,0.969
4709,0,non-cultivable,0.989
18348,0,non-cultivable,0.965
7674,0,non-cultivable,0.875
20236,0,non-cultivable,0.609
21952,0,non-cultivable,0.777
15461,1,cultivable,0.698
13599,0,non-cultivable,0.948
16834,1,cultivable,0.831
3427,1,cultivable,0.994
6569,0,non-cultivable,0.999
4345,0,non-cultivable,0.978
19884,0,non-cultivable,0.925
22714,1,cultivable,0.968
6344,0,non-cultivable,0.618
13530,1,cultivable,0.927
3048,1,cultivable,0.790
3599,1,cultivable,0.879
26509,1,cultivable,1.000
8755,0,non-cultivable,0.740
26100,0,non-cultivable,0.515
9469,0,non-cultivable,0.622
4433,1,cultivable,0.619
841,0,non-cultivable,0.586
18730,1,cultivable,0.814
10331,0,non-cultivable,1.000
3334,1,cultivable,0.794
26576,1,cultivable,1.000
6132,0,non-cultivable,0.992
6007,1,cultivable,0.510
7409,0,non-cultivable,0.999
22518,0,non-cultivable,1.000
24596,1,cultivable,1.000
10618,0,non-cultivable,0.988
23815,0,non-cultivable,0.536
22794,1,cultivable,0.599
24986,1,cultivable,0.999
5705,0,non-cultivable,1.000
18935,1,cultivable,0.989
15342,0,non-cultivable,1.000
22911,0,non-cultivable,0.974
2777,1,cultivable,0.826
10948,1,cultivable,0.853
14748,0,non-cultivable,0.557
15158,1,cultivable,0.859
23631,1,cultivable,0.892
11175,1,cultivable,0.917
22854,0,non-cultivable,0.608
25950,1,cultivable,0.988
16606,1,cultivable,0.894
17098,0,non-cultivable,1.000
10156,1,cultivable,0.932
6112,1,cultivable,0.838
23346,1,cultivable,0.998
17482,0,non-cultivable,0.626
18835,1,cultivable,0.609
24449,0,non-cultivable,0.994
6064,1,cultivable,0.578
6854,1,cultivable,0.977
18858,1,cultivable,0.922
574,0,non-cultivable,0.751
12559,0,non-cultivable,0.999
25528,0,non-cultivable,0.892
15740,1,cultivable,0.827
1745,1,cultivable,0.840
1021,0,non-cultivable,0.813
24337,0,non-cultivable,0.593
20629,0,non-cultivable,0.813
8213,0,non-cultivable,0.563
12135,1,cultivable,0.836
3243,1,cultivable,0.916
1549,0,non-cultivable,1.000
16876,0,non-cultivable,0.979
12787,0,non-cultivable,1.000
12818,0,non-cultivable,0.997
11138,0,non-cultivable,1.000
8710,0,non-cultivable,0.731
15424,1,cultivable,0.734
25873,1,cultivable,1.000
13916,0,non-cultivable,0.919
6924,0,non-cultivable,0.525
9409,0,non-cultivable,0.893
17495,0,non-cultivable,1.000
9109,1,cultivable,0.983
22772,0,non-cultivable,0.996
9375,1,cultivable,0.820
8198,1,cultivable,0.980
8728,0,non-cultivable,1.000
15150,0,non-cultivable,1.000
24573,1,cultivable,0.545
20095,0,non-cultivable,0.806
4406,0,non-cultivable,1.000
16421,0,non-cultivable,1.000
23678,0,non-cultivable,0.999
11232,1,cultivable,0.988
20725,1,cultivable,0.928
21042,0,non-cultivable,0.956
11235,0,non-cultivable,0.511
8693,0,non-cultivable,0.999
5883,0,non-cultivable,1.000
12604,0,non-cultivable,1.000
353,1,cultivable,0.877
2345,1,cultivable,0.901
7649,0,non-cultivable,1.000
16165,0,non-cultivable,1.000
17413,0,non-cultivable,0.998
631,0,non-cultivable,0.686
21333,0,non-cultivable,0.999
5077,1,cultivable,0.796
20414,1,cultivable,0.533
24148,0,non-cultivable,1.000
17964,0,non-cultivable,1.000
20819,1,cultivable,0.946
11032,1,cultivable,0.874
24830,0,non-cultivable,0.542
24826,1,cultivable,1.000
23154,0,non-cultivable,0.955
12784,1,cultivable,0.927
25100,1,cultivable,0.833
15861,0,non-cultivable,1.000
22381,1,cultivable,0.697
24220,1,cultivable,0.752
20008,0,non-cultivable,0.756
18326,0,non-cultivable,1.000
6686,1,cultivable,0.935
23236,0,non-cultivable,0.983
10345,0,non-cultivable,0.599
6244,0,non-cultivable,0.993
13202,0,non-cultivable,0.944
20147,0,non-cultivable,1.000
7679,0,non-cultivable,0.991
25008,1,cultivable,1.000
22298,0,non-cultivable,0.706
25621,1,cultivable,1.000
23012,0,non-cultivable,0.568
14890,0,non-cultivable,1.000
14598,0,non-cultivable,0.988
12568,0,non-cultivable,0.999
21925,1,cultivable,0.684
906,1,cultivable,0.934
18159,0,non-cultivable,0.999
24859,0,non-cultivable,0.791
17610,0,non-cultivable,1.000
2953,0,non-cultivable,0.902
15458,1,cultivable,0.982
3941,1,cultivable,0.898
12357,0,non-cultivable,0.909
12984,1,cultivable,0.511
22051,0,non-cultivable,0.773
2421,0,non-cultivable,1.000
16568,0,non-cultivable,0.684
2239,0,non-cultivable,0.997
20978,0,non-cultivable,0.560
11525,0,non-cultivable,0.532
17192,1,cultivable,0.891
13064,0,non-cultivable,0.988
4859,1,cultivable,0.781
12612,0,non-cultivable,0.916
13035,1,cultivable,0.937
8228,1,cultivable,0.865
22918,0,non-cultivable,0.627
25875,1,cultivable,0.593
14897,0,non-cultivable,1.000
20386,1,cultivable,0.999
21101,1,cultivable,0.998
16455,0,non-cultivable,0.962
12912,1,cultivable,0.979
23330,0,non-cultivable,1.000
4986,0,non-cultivable,1.000
22784,0,non-cultivable,0.826
17439,1,cultivable,0.803
19223,0,non-cultivable,1.000
14729,0,non-cultivable,0.603
