index,cultivable,predicted_class,conf
9224,0,non-cultivable,0.835
17949,1,cultivable,0.511
22369,1,cultivable,0.810
14527,1,cultivable,0.795
12884,0,non-cultivable,1.000
14822,0,non-cultivable,1.000
16839,0,non-cultivable,1.000
14207,1,cultivable,0.991
10643,0,non-cultivable,0.999
7641,0,non-cultivable,0.759
10694,1,cultivable,0.550
9051,0,non-cultivable,0.965
4980,0,non-cultivable,0.970
5622,1,cultivable,0.961
12261,1,cultivable,0.836
18836,1,cultivable,0.607
10977,1,cultivable,0.812
8492,1,cultivable,0.995
23966,0,non-cultivable,1.000
22270,1,cultivable,0.757
4564,0,non-cultivable,1.000
1456,0,non-cultivable,0.967
5779,1,cultivable,0.911
22515,0,non-cultivable,1.000
24564,0,non-cultivable,0.998
21675,0,non-cultivable,0.986
10843,0,non-cultivable,0.964
25191,1,cultivable,1.000
9666,0,non-cultivable,0.917
10141,1,cultivable,0.569
12874,0,non-cultivable,0.996
21530,0,non-cultivable,0.980
5196,1,cultivable,0.996
4423,1,cultivable,0.758
16349,0,non-cultivable,1.000
9986,1,cultivable,0.965
6184,0,non-cultivable,0.645
20875,0,non-cultivable,0.873
136,0,non-cultivable,0.672
19424,0,non-cultivable,1.000
16297,0,non-cultivable,0.895
8401,1,cultivable,0.919
20402,1,cultivable,0.891
3358,1,cultivable,0.815
19773,0,non-cultivable,0.999
13917,1,cultivable,0.650
2511,1,cultivable,0.713
13442,1,cultivable,0.916
19973,0,non-cultivable,1.000
3376,1,cultivable,0.752
12395,0,non-cultivable,0.530
5152,0,non-cultivable,0.573
26247,0,non-cultivable,0.851
6502,1,cultivable,0.951
18423,0,non-cultivable,1.000
14413,0,non-cultivable,1.000
16858,0,non-cultivable,0.552
18188,0,non-cultivable,0.919
12649,0,non-cultivable,0.948
6669,0,non-cultivable,0.999
15480,0,non-cultivable,0.918
4286,1,cultivable,0.909
9249,1,cultivable,0.836
21832,1,cultivable,0.642
26472,1,cultivable,0.993
12131,0,non-cultivable,1.000
1523,1,cultivable,0.787
24047,0,non-cultivable,0.783
20869,0,non-cultivable,0.998
6205,1,cultivable,0.874
17199,1,cultivable,0.600
23245,0,non-cultivable,0.990
12622,0,non-cultivable,1.000
890,0,non-cultivable,0.553
11414,1,cultivable,0.977
12728,1,cultivable,0.798
18758,1,cultivable,0.998
5944,1,cultivable,0.608
11174,1,cultivable,0.971
6976,0,non-cultivable,0.509
16458,1,cultivable,0.944
10168,0,non-cultivable,0.999
19112,0,non-cultivable,0.919
20958,1,cultivable,0.704
20070,0,non-cultivable,0.623
16929,0,non-cultivable,0.947
24213,1,cultivable,0.832
14231,1,cultivable,0.991
4778,0,non-cultivable,0.950
22797,1,cultivable,0.798
17476,1,cultivable,0.530
2510,0,non-cultivable,0.554
2507,1,cultivable,0.955
16191,1,cultivable,0.999
6719,1,cultivable,0.969
16537,1,cultivable,0.892
6360,0,non-cultivable,0.914
12413,1,cultivable,0.811
16293,1,cultivable,0.560
20894,0,non-cultivable,1.000
8413,1,cultivable,0.970
16733,0,non-cultivable,0.791
7796,0,non-cultivable,1.000
4954,0,non-cultivable,1.000
12297,1,cultivable,0.814
8879,1,cultivable,0.670
20848,0,non-cultivable,0.996
19770,0,non-cultivable,0.999
2158,0,non-cultivable,0.995
20390,1,cultivable,0.997
2404,1,cultivable,0.524
3252,0,non-cultivable,1.000
23358,0,non-cultivable,0.519
16991,0,non-cultivable,0.645
9779,1,cultivable,0.535
25590,0,non-cultivable,0.931
19918,0,non-cultivable,0.699
17005,0,non-cultivable,0.985
2672,0,non-cultivable,0.957
24076,1,cultivable,0.519
8993,0,non-cultivable,1.000
26362,1,cultivable,0.880
25809,1,cultivable,1.000
14261,1,cultivable,0.860
1556,1,cultivable,0.908
26355,0,non-cultivable,0.564
2780,1,cultivable,0.893
9587,0,non-cultivable,1.000
8520,0,non-cultivable,1.000
7379,0,non-cultivable,0.998
15655,0,non-cultivable,1.000
11493,0,non-cultivable,0.819
10672,0,non-cultivable,0.999
17338,0,non-cultivable,0.990
13304,0,non-cultivable,1.000
21668,1,cultivable,0.990
10297,1,cultivable,0.784
11673,1,cultivable,0.995
25042,1,cultivable,0.546
651,0,non-cultivable,0.549
6902,1,cultivable,0.683
25745,1,cultivable,1.000
11005,0,non-cultivable,0.999
10752,0,non-cultivable,0.998
19777,0,non-cultivable,1.000
7130,0,non-cultivable,1.000
13762,0,non-cultivable,0.611
16424,0,non-cultivable,0.797
2696,1,cultivable,0.601
21678,0,non-cultivable,0.558
11068,0,non-cultivable,0.998
8551,1,cultivable,0.510
13686,1,cultivable,0.950
23005,0,non-cultivable,0.616
16491,1,cultivable,0.918
12312,0,non-cultivable,1.000
3820,0,non-cultivable,1.000
6589,0,non-cultivable,0.996
14549,0,non-cultivable,1.000
8737,0,non-cultivable,0.600
6520,0,non-cultivable,1.000
22735,1,cultivable,0.853
24710,1,cultivable,0.999
6068,1,cultivable,0.946
503,1,cultivable,0.991
8203,1,cultivable,0.998
25417,1,cultivable,0.809
15262,0,non-cultivable,1.000
4820,0,non-cultivable,0.969
6887,1,cultivable,0.603
11451,1,cultivable,0.942
11256,1,cultivable,0.986
7076,1,cultivable,0.957
21944,1,cultivable,0.595
8014,0,non-cultivable,1.000
5002,0,non-cultivable,1.000
1354,1,cultivable,0.997
992,0,non-cultivable,0.949
8251,0,non-cultivable,0.780
12379,0,non-cultivable,0.972
425,0,non-cultivable,1.000
26150,1,cultivable,1.000
23232,1,cultivable,0.692
26145,1,cultivable,1.000
24711,1,cultivable,0.998
21694,0,non-cultivable,1.000
23992,1,cultivable,0.789
16831,0,non-cultivable,0.794
12165,1,cultivable,0.998
910,1,cultivable,0.998
13415,1,cultivable,0.988
6802,0,non-cultivable,0.672
10268,0,non-cultivable,1.000
19456,0,non-cultivable,0.999
10981,1,cultivable,0.995
10304,0,non-cultivable,0.994
14557,0,non-cultivable,1.000
26778,1,cultivable,1.000
5349,0,non-cultivable,0.694
6900,0,non-cultivable,0.976
9832,0,non-cultivable,0.999
24176,0,non-cultivable,0.796
24579,0,non-cultivable,1.000
20432,0,non-cultivable,0.634
7125,0,non-cultivable,0.692
23988,0,non-cultivable,0.740
9046,0,non-cultivable,0.911
22095,1,cultivable,0.627
24779,1,cultivable,1.000
18274,0,non-cultivable,1.000
20969,0,non-cultivable,0.799
24846,1,cultivable,1.000
16955,0,non-cultivable,1.000
24333,1,cultivable,0.593
25684,1,cultivable,1.000
8060,0,non-cultivable,1.000
26695,1,cultivable,1.000
18477,1,cultivable,0.844
19492,0,non-cultivable,0.996
1954,0,non-cultivable,0.798
24462,0,non-cultivable,0.943
12853,1,cultivable,0.954
9769,1,cultivable,0.934
24369,1,cultivable,0.788
24939,1,cultivable,1.000
20547,0,non-cultivable,1.000
13461,0,non-cultivable,1.000
25114,1,cultivable,1.000
23866,0,non-cultivable,0.695
4089,1,cultivable,0.997
15707,0,non-cultivable,0.884
26632,1,cultivable,1.000
4270,1,cultivable,0.749
16233,1,cultivable,0.668
18197,0,non-cultivable,1.000
11949,1,cultivable,1.000
2609,1,cultivable,0.747
11416,1,cultivable,0.933
4090,1,cultivable,0.928
11894,0,non-cultivable,0.996
26193,0,non-cultivable,0.517
18190,0,non-cultivable,0.995
1926,0,non-cultivable,0.996
23871,0,non-cultivable,0.994
10766,1,cultivable,0.819
15680,1,cultivable,0.915
8761,1,cultivable,0.930
3400,0,non-cultivable,0.978
1644,1,cultivable,0.550
7485,0,non-cultivable,0.834
8639,1,cultivable,0.998
4066,1,cultivable,0.978
11740,1,cultivable,1.000
14857,0,non-cultivable,1.000
10677,0,non-cultivable,0.949
15328,0,non-cultivable,1.000
3865,1,cultivable,0.743
10015,1,cultivable,0.991
13746,1,cultivable,0.795
11479,0,non-cultivable,0.851
26352,1,cultivable,1.000
26415,1,cultivable,1.000
14277,1,cultivable,0.907
10865,0,non-cultivable,0.725
11692,1,cultivable,0.993
6610,0,non-cultivable,0.820
14925,1,cultivable,0.616
7243,1,cultivable,0.715
13096,0,non-cultivable,1.000
17308,0,non-cultivable,0.990
23185,0,non-cultivable,1.000
21211,1,cultivable,0.899
18914,0,non-cultivable,0.974
16968,0,non-cultivable,0.909
7737,1,cultivable,0.998
15805,0,non-cultivable,0.867
15483,1,cultivable,0.961
25560,1,cultivable,1.000
6067,1,cultivable,0.867
12008,0,non-cultivable,0.987
9207,0,non-cultivable,0.998
1005,0,non-cultivable,0.978
2309,1,cultivable,0.962
26807,1,cultivable,0.995
13295,0,non-cultivable,1.000
11135,0,non-cultivable,0.974
12860,0,non-cultivable,0.805
1600,0,non-cultivable,0.992
6522,0,non-cultivable,1.000
3913,0,non-cultivable,0.921
4025,0,non-cultivable,0.722
17788,0,non-cultivable,1.000
3675,1,cultivable,0.907
23656,0,non-cultivable,0.992
361,0,non-cultivable,0.703
17749,0,non-cultivable,1.000
25696,0,non-cultivable,0.807
9045,0,non-cultivable,0.838
26099,1,cultivable,0.651
10178,0,non-cultivable,0.635
4516,0,non-cultivable,0.678
7107,1,cultivable,0.756
17228,0,non-cultivable,1.000
3567,1,cultivable,0.818
26438,0,non-cultivable,0.954
6317,0,non-cultivable,0.999
8402,1,cultivable,0.916
20252,0,non-cultivable,0.984
18467,0,non-cultivable,0.861
23595,1,cultivable,0.701
22980,0,non-cultivable,0.942
8400,0,non-cultivable,0.614
760,0,non-cultivable,0.968
24867,1,cultivable,0.996
15546,1,cultivable,0.896
4156,1,cultivable,0.837
3064,1,cultivable,0.974
310,1,cultivable,0.898
10661,0,non-cultivable,1.000
3558,0,non-cultivable,0.786
19337,1,cultivable,0.683
7440,0,non-cultivable,0.993
25063,1,cultivable,1.000
11259,1,cultivable,0.915
21861,0,non-cultivable,0.928
9275,0,non-cultivable,0.893
864,1,cultivable,0.961
10454,1,cultivable,0.995
23456,1,cultivable,0.996
7278,0,non-cultivable,0.997
17553,0,non-cultivable,1.000
22913,1,cultivable,0.878
26652,1,cultivable,1.000
21863,0,non-cultivable,1.000
14581,0,non-cultivable,0.997
13559,0,non-cultivable,1.000
467,1,cultivable,0.992
20537,0,non-cultivable,1.000
17479,1,cultivable,0.962
2744,0,non-cultivable,1.000
19931,1,cultivable,0.619
3354,1,cultivable,0.795
8511,0,non-cultivable,1.000
2700,0,non-cultivable,1.000
11802,1,cultivable,0.841
4458,1,cultivable,0.997
5175,0,non-cultivable,1.000
7954,1,cultivable,0.718
18977,1,cultivable,0.729
13007,1,cultivable,0.935
5425,0,non-cultivable,0.931
5642,1,cultivable,0.801
9844,0,non-cultivable,1.000
6088,0,non-cultivable,1.000
4882,0,non-cultivable,1.000
20216,0,non-cultivable,0.930
1261,0,non-cultivable,0.992
571,1,cultivable,0.709
14655,1,cultivable,0.722
5372,0,non-cultivable,0.767
3401,0,non-cultivable,0.976
19840,1,cultivable,0.982
22747,0,non-cultivable,0.878
191,1,cultivable,0.999
21983,0,non-cultivable,0.999
11455,1,cultivable,0.985
21021,0,non-cultivable,0.969
5251,1,cultivable,0.883
1147,1,cultivable,0.940
19306,1,cultivable,0.990
22762,0,non-cultivable,0.632
6679,0,non-cultivable,0.995
5580,1,cultivable,0.693
7582,0,non-cultivable,0.998
9555,1,cultivable,0.983
22545,0,non-cultivable,1.000
10143,1,cultivable,0.565
5225,1,cultivable,0.703
6647,0,non-cultivable,0.758
19318,1,cultivable,0.745
4721,0,non-cultivable,1.000
4360,0,non-cultivable,1.000
2996,0,non-cultivable,0.998
854,1,cultivable,0.897
11892,0,non-cultivable,0.998
10821,1,cultivable,0.714
17276,0,non-cultivable,1.000
3192,1,cultivable,0.934
1207,1,cultivable,0.862
12015,0,non-cultivable,0.719
9335,1,cultivable,0.931
25507,1,cultivable,0.955
4957,0,non-cultivable,1.000
8988,1,cultivable,0.895
21854,0,non-cultivable,0.999
6220,1,cultivable,0.993
26170,0,non-cultivable,1.000
7844,0,non-cultivable,1.000
22969,1,cultivable,0.910
7694,0,non-cultivable,0.835
12849,0,non-cultivable,1.000
26032,1,cultivable,1.000
13362,0,non-cultivable,1.000
20544,0,non-cultivable,0.841
15507,0,non-cultivable,0.694
12999,0,non-cultivable,0.932
2830,1,cultivable,0.895
15329,0,non-cultivable,1.000
10926,0,non-cultivable,0.994
199,0,non-cultivable,1.000
4498,0,non-cultivable,0.978
24436,0,non-cultivable,0.701
10669,0,non-cultivable,0.969
24921,0,non-cultivable,0.994
8127,0,non-cultivable,0.734
11365,0,non-cultivable,0.817
2127,1,cultivable,0.586
6222,1,cultivable,0.961
21154,0,non-cultivable,0.927
6526,0,non-cultivable,0.995
6362,0,non-cultivable,0.974
19386,0,non-cultivable,1.000
21742,0,non-cultivable,0.996
26349,1,cultivable,0.994
12402,1,cultivable,0.995
12824,0,non-cultivable,1.000
21283,1,cultivable,0.716
1738,0,non-cultivable,0.538
1685,0,non-cultivable,0.945
6212,1,cultivable,0.959
10857,0,non-cultivable,0.983
7612,0,non-cultivable,1.000
19629,0,non-cultivable,0.999
19449,1,cultivable,0.968
24776,1,cultivable,1.000
13960,0,non-cultivable,0.926
17235,0,non-cultivable,0.999
16846,1,cultivable,0.880
12556,0,non-cultivable,0.999
12576,0,non-cultivable,1.000
12086,0,non-cultivable,1.000
10053,0,non-cultivable,0.959
15600,0,non-cultivable,0.999
25330,1,cultivable,1.000
4676,1,cultivable,0.996
2042,0,non-cultivable,0.877
3460,0,non-cultivable,1.000
17526,0,non-cultivable,0.964
6815,0,non-cultivable,0.798
20820,0,non-cultivable,0.707
23597,0,non-cultivable,0.566
8750,0,non-cultivable,0.961
19282,0,non-cultivable,0.999
25203,0,non-cultivable,0.548
11357,0,non-cultivable,0.985
15027,0,non-cultivable,0.894
10183,0,non-cultivable,0.648
25922,1,cultivable,0.960
26703,1,cultivable,1.000
22754,1,cultivable,0.502
20658,0,non-cultivable,0.867
10711,1,cultivable,0.845
9670,0,non-cultivable,0.983
11286,0,non-cultivable,0.891
19181,0,non-cultivable,0.996
24889,1,cultivable,0.999
5252,0,non-cultivable,0.626
1201,1,cultivable,0.766
15616,0,non-cultivable,1.000
20932,1,cultivable,0.999
12025,1,cultivable,0.738
7692,0,non-cultivable,0.959
2922,1,cultivable,0.595
23692,0,non-cultivable,0.981
2570,0,non-cultivable,0.953
3309,0,non-cultivable,1.000
2242,0,non-cultivable,0.800
18331,0,non-cultivable,1.000
2660,1,cultivable,0.654
19559,0,non-cultivable,0.632
19791,0,non-cultivable,1.000
12717,1,cultivable,0.807
23382,0,non-cultivable,0.606
5677,0,non-cultivable,1.000
627,1,cultivable,0.886
1774,1,cultivable,0.888
18780,1,cultivable,0.523
11017,0,non-cultivable,0.788
7537,1,cultivable,0.758
19910,0,non-cultivable,0.975
24537,1,cultivable,1.000
23136,0,non-cultivable,0.656
19261,0,non-cultivable,0.876
19433,0,non-cultivable,1.000
14318,0,non-cultivable,1.000
6324,0,non-cultivable,1.000
305,1,cultivable,0.998
23653,0,non-cultivable,0.620
1814,1,cultivable,0.996
465,1,cultivable,0.997
2388,1,cultivable,0.781
5791,1,cultivable,0.582
13750,1,cultivable,0.844
12714,0,non-cultivable,0.952
18316,1,cultivable,0.686
3221,0,non-cultivable,0.571
7297,1,cultivable,0.984
4373,1,cultivable,0.912
23611,0,non-cultivable,0.637
16870,1,cultivable,0.548
15933,1,cultivable,0.966
2773,1,cultivable,0.910
5992,1,cultivable,0.896
4382,1,cultivable,0.900
17262,0,non-cultivable,1.000
4939,0,non-cultivable,1.000
10877,0,non-cultivable,0.608
15039,1,cultivable,0.688
92,0,non-cultivable,1.000
18285,1,cultivable,0.589
4102,0,non-cultivable,1.000
21845,1,cultivable,0.995
17143,0,non-cultivable,0.988
8142,0,non-cultivable,0.946
2760,1,cultivable,0.756
4797,0,non-cultivable,1.000
6279,0,non-cultivable,0.513
5118,0,non-cultivable,1.000
686,1,cultivable,0.633
11565,0,non-cultivable,0.984
7742,1,cultivable,0.957
25270,1,cultivable,0.984
23736,0,non-cultivable,0.756
6865,1,cultivable,0.899
1931,0,non-cultivable,1.000
14367,0,non-cultivable,1.000
6194,1,cultivable,0.893
1735,0,non-cultivable,0.992
1333,1,cultivable,0.991
16779,0,non-cultivable,1.000
23718,1,cultivable,0.516
20829,0,non-cultivable,0.950
11413,1,cultivable,0.991
5923,0,non-cultivable,0.675
13291,0,non-cultivable,1.000
6973,0,non-cultivable,0.586
10377,1,cultivable,0.669
7399,0,non-cultivable,1.000
1917,1,cultivable,0.835
2101,0,non-cultivable,0.602
15530,0,non-cultivable,1.000
7144,0,non-cultivable,0.975
8870,0,non-cultivable,0.743
11672,1,cultivable,0.988
3916,1,cultivable,0.987
23907,1,cultivable,0.633
22325,0,non-cultivable,0.784
20543,1,cultivable,0.753
15345,0,non-cultivable,1.000
2674,0,non-cultivable,0.989
26002,0,non-cultivable,0.558
11312,0,non-cultivable,0.988
26060,0,non-cultivable,0.998
10750,1,cultivable,0.990
9412,0,non-cultivable,0.998
22729,1,cultivable,0.946
24339,0,non-cultivable,1.000
8769,0,non-cultivable,1.000
1964,1,cultivable,0.917
19531,1,cultivable,0.674
6189,0,non-cultivable,0.814
5920,0,non-cultivable,0.981
21910,1,cultivable,0.712
7454,0,non-cultivable,0.940
13097,0,non-cultivable,0.627
10142,0,non-cultivable,0.883
24704,1,cultivable,1.000
20813,1,cultivable,0.733
17800,0,non-cultivable,0.997
14688,0,non-cultivable,1.000
2751,0,non-cultivable,1.000
4689,1,cultivable,0.681
23255,0,non-cultivable,0.938
21085,0,non-cultivable,0.972
3163,1,cultivable,0.762
19070,0,non-cultivable,1.000
23673,1,cultivable,0.610
21506,0,non-cultivable,0.740
22391,1,cultivable,1.000
17464,0,non-cultivable,0.643
22468,1,cultivable,0.991
5388,0,non-cultivable,0.600
25751,0,non-cultivable,1.000
24657,1,cultivable,1.000
12226,1,cultivable,0.943
19789,0,non-cultivable,1.000
17576,0,non-cultivable,0.630
10457,1,cultivable,0.934
5846,1,cultivable,0.620
21781,1,cultivable,0.773
17051,0,non-cultivable,0.998
6378,0,non-cultivable,0.927
19627,0,non-cultivable,1.000
16658,1,cultivable,0.890
16561,0,non-cultivable,0.969
14648,0,non-cultivable,0.854
14239,0,non-cultivable,0.677
25052,1,cultivable,0.678
6883,0,non-cultivable,1.000
8049,0,non-cultivable,0.789
5222,1,cultivable,0.958
10323,0,non-cultivable,1.000
18249,1,cultivable,0.595
25662,0,non-cultivable,1.000
2807,1,cultivable,0.695
23147,0,non-cultivable,0.998
7650,0,non-cultivable,0.998
24451,0,non-cultivable,0.991
23996,1,cultivable,0.961
20384,1,cultivable,0.909
14765,1,cultivable,0.686
11645,1,cultivable,0.950
2971,1,cultivable,0.991
22607,0,non-cultivable,0.932
21901,1,cultivable,0.836
9538,1,cultivable,0.972
6958,0,non-cultivable,1.000
25580,0,non-cultivable,0.839
17988,0,non-cultivable,0.727
5231,0,non-cultivable,1.000
16480,0,non-cultivable,0.609
14458,1,cultivable,0.948
20924,0,non-cultivable,0.996
18769,0,non-cultivable,0.964
26750,0,non-cultivable,0.999
18673,1,cultivable,0.739
6272,0,non-cultivable,0.805
4917,1,cultivable,0.846
8882,1,cultivable,0.620
18579,0,non-cultivable,0.998
26452,1,cultivable,1.000
1541,0,non-cultivable,1.000
11331,0,non-cultivable,0.966
12636,0,non-cultivable,0.928
9845,0,non-cultivable,1.000
11325,0,non-cultivable,1.000
17355,0,non-cultivable,0.829
2695,1,cultivable,0.838
24198,0,non-cultivable,0.890
1185,1,cultivable,0.727
9518,0,non-cultivable,0.556
12518,0,non-cultivable,0.646
24179,0,non-cultivable,0.899
26208,1,cultivable,1.000
19600,0,non-cultivable,1.000
4080,1,cultivable,0.817
16492,0,non-cultivable,0.814
19161,1,cultivable,0.741
24191,0,non-cultivable,0.981
24888,1,cultivable,0.998
13329,0,non-cultivable,1.000
4075,1,cultivable,0.967
22145,1,cultivable,0.588
15435,1,cultivable,0.990
20937,1,cultivable,0.685
19000,0,non-cultivable,1.000
14497,0,non-cultivable,0.927
7898,1,cultivable,0.503
12062,0,non-cultivable,1.000
16994,1,cultivable,0.676
10468,1,cultivable,0.883
12003,1,cultivable,0.658
9825,0,non-cultivable,1.000
5950,1,cultivable,0.569
5093,1,cultivable,0.930
20434,1,cultivable,0.797
1344,1,cultivable,0.993
10013,1,cultivable,0.980
3782,1,cultivable,0.949
5501,0,non-cultivable,0.998
25413,1,cultivable,0.682
4202,0,non-cultivable,0.999
15396,0,non-cultivable,1.000
15793,1,cultivable,0.992
15905,0,non-cultivable,1.000
23541,1,cultivable,0.546
20539,0,non-cultivable,0.958
10094,0,non-cultivable,1.000
2214,1,cultivable,0.944
11184,1,cultivable,0.999
7930,0,non-cultivable,0.691
24544,1,cultivable,0.727
15919,0,non-cultivable,0.937
626,1,cultivable,0.983
19190,0,non-cultivable,0.825
21605,0,non-cultivable,0.993
23206,1,cultivable,0.997
5101,0,non-cultivable,0.825
5604,0,non-cultivable,1.000
24703,1,cultivable,0.995
25012,1,cultivable,1.000
7517,1,cultivable,0.961
25973,1,cultivable,1.000
1118,0,non-cultivable,0.997
1995,1,cultivable,0.708
4573,1,cultivable,0.520
14283,0,non-cultivable,0.999
6620,0,non-cultivable,0.593
12993,0,non-cultivable,0.651
6404,1,cultivable,0.951
25753,0,non-cultivable,0.891
4029,1,cultivable,0.737
24629,0,non-cultivable,0.571
25929,1,cultivable,0.713
14810,0,non-cultivable,1.000
20883,0,non-cultivable,1.000
1442,1,cultivable,0.696
11729,0,non-cultivable,1.000
25213,0,non-cultivable,0.998
11156,0,non-cultivable,0.887
19081,1,cultivable,0.705
20271,1,cultivable,0.768
22994,0,non-cultivable,0.893
21130,1,cultivable,0.875
14971,1,cultivable,0.890
12744,0,non-cultivable,0.843
20067,0,non-cultivable,0.924
25853,1,cultivable,1.000
26425,1,cultivable,1.000
16700,0,non-cultivable,0.981
25434,1,cultivable,0.998
19921,1,cultivable,0.530
20599,1,cultivable,0.594
17247,0,non-cultivable,0.994
11427,1,cultivable,0.900
13460,0,non-cultivable,0.982
13649,1,cultivable,0.887
25630,0,non-cultivable,0.993
13611,0,non-cultivable,1.000
25282,0,non-cultivable,0.668
11273,0,non-cultivable,1.000
25993,1,cultivable,1.000
17428,0,non-cultivable,1.000
21366,1,cultivable,0.511
20887,0,non-cultivable,1.000
24080,1,cultivable,0.962
1483,0,non-cultivable,1.000
23698,0,non-cultivable,0.995
18524,0,non-cultivable,0.999
7686,0,non-cultivable,0.996
23009,0,non-cultivable,0.999
7678,0,non-cultivable,0.735
9269,0,non-cultivable,0.944
21558,0,non-cultivable,0.579
26132,1,cultivable,0.999
19142,1,cultivable,0.990
19124,1,cultivable,0.848
10313,1,cultivable,0.878
24145,0,non-cultivable,0.803
4460,0,non-cultivable,0.995
24083,0,non-cultivable,0.999
20838,0,non-cultivable,0.769
13011,1,cultivable,0.996
7304,1,cultivable,0.969
13066,0,non-cultivable,1.000
21264,1,cultivable,0.890
20607,0,non-cultivable,0.832
18434,0,non-cultivable,0.829
23725,1,cultivable,0.548
1932,0,non-cultivable,0.999
17412,0,non-cultivable,1.000
20534,0,non-cultivable,1.000
12722,1,cultivable,0.893
25029,1,cultivable,1.000
23599,1,cultivable,0.533
11969,0,non-cultivable,0.961
13027,1,cultivable,0.999
15592,0,non-cultivable,1.000
25440,1,cultivable,0.958
21074,0,non-cultivable,1.000
24299,1,cultivable,0.731
1950,0,non-cultivable,0.810
16275,0,non-cultivable,1.000
17932,1,cultivable,0.711
26052,1,cultivable,1.000
6927,0,non-cultivable,0.972
23001,1,cultivable,0.591
8030,1,cultivable,0.903
9085,1,cultivable,0.996
8382,0,non-cultivable,0.999
14112,0,non-cultivable,1.000
23760,1,cultivable,0.745
4714,0,non-cultivable,0.757
5110,0,non-cultivable,1.000
5217,1,cultivable,0.970
16958,0,non-cultivable,1.000
3730,1,cultivable,0.881
9264,1,cultivable,0.968
10055,0,non-cultivable,0.632
3009,1,cultivable,0.542
5070,0,non-cultivable,0.920
24566,0,non-cultivable,0.931
14359,0,non-cultivable,1.000
1253,1,cultivable,0.981
11564,0,non-cultivable,1.000
22590,0,non-cultivable,0.999
14526,0,non-cultivable,0.662
17839,1,cultivable,0.935
90,0,non-cultivable,1.000
5532,0,non-cultivable,0.996
20699,0,non-cultivable,1.000
22263,0,non-cultivable,0.968
16110,0,non-cultivable,0.993
20265,0,non-cultivable,0.725
16841,1,cultivable,0.595
17406,1,cultivable,0.588
26370,1,cultivable,0.999
332,1,cultivable,0.987
3756,1,cultivable,0.814
24138,0,non-cultivable,0.999
5997,1,cultivable,0.879
7268,0,non-cultivable,0.741
14212,1,cultivable,0.822
19526,0,non-cultivable,0.953
12225,1,cultivable,0.927
21258,0,non-cultivable,1.000
9720,0,non-cultivable,0.625
5156,0,non-cultivable,0.997
15525,1,cultivable,0.917
19876,0,non-cultivable,1.000
18657,1,cultivable,0.503
2944,1,cultivable,0.894
4798,0,non-cultivable,1.000
7035,0,non-cultivable,0.756
15302,0,non-cultivable,1.000
3994,0,non-cultivable,0.511
18682,0,non-cultivable,1.000
16740,1,cultivable,0.644
24531,1,cultivable,0.999
24884,1,cultivable,1.000
1299,1,cultivable,0.981
4346,0,non-cultivable,0.991
595,0,non-cultivable,0.552
569,1,cultivable,0.875
3852,1,cultivable,0.952
1561,1,cultivable,0.974
23466,1,cultivable,0.815
9953,0,non-cultivable,0.892
682,1,cultivable,0.887
7092,1,cultivable,0.990
399,0,non-cultivable,0.528
1654,0,non-cultivable,0.991
462,0,non-cultivable,1.000
15442,1,cultivable,0.607
24216,1,cultivable,0.713
16142,0,non-cultivable,1.000
25513,0,non-cultivable,0.971
18206,1,cultivable,0.785
25344,0,non-cultivable,0.604
25510,1,cultivable,1.000
19635,0,non-cultivable,0.993
9503,0,non-cultivable,0.996
25449,1,cultivable,0.996
12214,0,non-cultivable,0.867
18390,1,cultivable,0.982
9261,1,cultivable,0.577
14825,0,non-cultivable,1.000
19630,0,non-cultivable,1.000
12118,1,cultivable,0.787
16423,0,non-cultivable,0.935
11830,0,non-cultivable,1.000
14749,1,cultivable,0.747
16141,0,non-cultivable,1.000
22787,0,non-cultivable,0.852
8292,0,non-cultivable,1.000
7684,0,non-cultivable,0.578
17419,0,non-cultivable,0.998
9401,1,cultivable,0.997
8948,0,non-cultivable,0.611
22659,0,non-cultivable,0.824
20776,1,cultivable,0.959
11373,0,non-cultivable,0.958
16635,1,cultivable,0.648
24618,1,cultivable,0.689
16554,1,cultivable,0.567
24450,0,non-cultivable,0.878
16820,1,cultivable,0.515
16094,0,non-cultivable,1.000
10463,1,cultivable,0.988
23359,1,cultivable,0.536
18612,0,non-cultivable,0.857
6390,1,cultivable,0.559
9474,0,non-cultivable,0.925
737,1,cultivable,0.790
26693,1,cultivable,1.000
24279,1,cultivable,1.000
25218,0,non-cultivable,0.876
22541,1,cultivable,0.647
19762,0,non-cultivable,1.000
6497,1,cultivable,0.754
23378,0,non-cultivable,0.717
1061,1,cultivable,0.858
18407,0,non-cultivable,0.963
7250,0,non-cultivable,0.998
6752,1,cultivable,0.536
22510,0,non-cultivable,0.661
25316,1,cultivable,1.000
5842,1,cultivable,0.980
24405,0,non-cultivable,0.948
2137,0,non-cultivable,0.810
17333,0,non-cultivable,1.000
18004,0,non-cultivable,1.000
2057,1,cultivable,0.967
24106,1,cultivable,0.702
10624,0,non-cultivable,0.855
20596,0,non-cultivable,1.000
22169,0,non-cultivable,0.980
17632,1,cultivable,0.617
6380,0,non-cultivable,0.942
23598,0,non-cultivable,0.996
10888,0,non-cultivable,0.985
23441,0,non-cultivable,0.945
14589,0,non-cultivable,1.000
12977,0,non-cultivable,0.997
13799,0,non-cultivable,1.000
25556,0,non-cultivable,0.776
18519,0,non-cultivable,1.000
